MSA,Date,zillowhousesales,Population,creditunion,mortgageloans,refinancing,home_homesforsale,homeshousescondo,realestate,realtorzillow,car,car_carsforsale,carautodealer,carloancalculator,car_autoloan,dmv,autotrader,flight,hotel,tripadvisor,unemploymentbenefits,glassdoorindeed,job,schoolclinic,walmart,starbucksapple,tripadvisor_expedia
Tampa,2016-10-01,5760,2957156,39,29,20,76,81,17,74,80,82,84,24,83,36,29,73,53,27,6,77,48,52,45,69,48
Tampa,2016-11-01,5778,2960427,38,30,14,76,81,16,69,78,84,85,28,85,37,27,69,50,26,7,68,45,46,71,82,44
Tampa,2016-12-01,6685,2963699,40,32,15,78,81,15,67,80,88,88,24,87,37,25,82,49,28,4,67,42,40,73,89,41
Tampa,2017-01-01,5117,,39,37,14,82,88,19,86,80,84,85,28,85,39,26,89,61,36,8,82,51,49,47,72,54
Tampa,2017-02-01,5154,,40,37,14,79,85,21,91,87,89,90,27,90,39,30,80,66,36,6,78,47,49,48,66,58
Tampa,2017-03-01,6906,,37,38,17,80,86,20,90,90,97,95,29,96,48,26,97,74,41,9,78,47,45,49,66,63
Tampa,2017-04-01,6345,,37,36,14,83,86,19,95,87,91,92,30,90,39,28,93,69,34,6,82,49,48,50,73,57
Tampa,2017-05-01,7447,,41,38,19,82,87,19,89,88,98,99,28,99,41,25,90,70,35,4,93,53,52,49,69,59
Tampa,2017-06-01,7971,,44,37,21,86,91,18,92,86,94,95,26,93,48,29,100,73,41,7,95,56,41,51,69,57
Tampa,2017-07-01,6913,,42,35,20,86,90,19,92,90,96,97,28,98,51,28,91,73,42,5,90,51,47,55,69,64
Tampa,2017-08-01,6894,,45,33,18,81,87,18,88,85,93,93,30,94,46,29,80,61,33,3,100,56,70,53,69,52
Tampa,2017-09-01,5109,,44,33,11,91,85,14,72,71,78,81,22,82,39,20,88,86,23,8,74,44,49,57,75,61
Tampa,2017-10-01,6055,,43,34,14,79,79,17,87,82,93,90,30,89,43,28,78,60,28,8,84,49,53,52,74,48
Tampa,2017-11-01,5547,,44,31,13,85,81,16,76,81,89,87,38,90,43,23,78,51,23,7,83,45,45,78,92,42
Tampa,2017-12-01,,,45,29,14,80,80,15,74,81,88,88,26,85,42,26,79,52,22,4,74,42,40,77,95,39
