MSA,Year,Quarter,Population,Median_Age,Population18_24,Population_25_and_over,Educ_Lessthan_HS_18_24,Educ_HS_grad,Educ_HS_grad_and_higher,Educ_Some_Assoc_deg,Educ_Bach_deg_or_higher,Educ_Bach_deg_and_higher,Educ_Graduate_deg,perc_ppl_below_pov_level_allppl,perc_ppl_below_pov_level_18andup,TotalRealGrossDomesticProduct,TotalPerCapitaRealGrossDomesticP,TotalGrossDomesticProduct,RegionalPriceParitiesAllItems,RealPersonalIncome,RealPerCapitaPersonalIncome,PerCapitaPersonalIncome,UnemploymentRate,CivilianLaborForce,AllEmployeesEducationandHealthSe,AllEmployeesFinancialActivities,AllEmployeesGovernment,AllEmployeesInformation,AllEmployeesLeisureandHospitalit,AllEmployeesManufacturing,AllEmployeesTotalNonfarm,AllEmployeesMiningLoggingandCons,AllEmployeesProfessionalandBusin,AllEmployeesOtherServices,AllEmployeesTradeTransportationa,AllEmployeesTotalPrivate,AverageWeeklyHoursofAllEmployees,AverageHourlyEarningsofAllEmploy,AverageWeeklyEarningsofAllEmploy,AllEmployeesGoodsProducing,AllEmployeesServiceProviding,AllEmployeesPrivateServiceProvid,AllEmployeesWholesaleTrade,AllEmployeesRetailTrade,AllEmployeesTransportationandUti,AllEmployeesFederalGovernment,AllEmployeesStateGovernment,AllEmployeesLocalGovernment,HousingEstimate,AllTransactionsHousePriceIndex,Unit1StructuresNewPrivateHousing,NewPrivateHousingUnitsAuthorized,air_traffic,Mean_Trav_time_to_work,Number_of_Institutions,Number_of_Offices,Total_Deposits_in_000s
,,,,,,,,,,,,,,,,118559,43803,112238,96.80000305,112276120,41275,36876,3.366666667,1282107.667,160.5,104.5666667,148.4666667,31.83333333,131.2333333,78.76666667,1231.6,95.36666667,197.0666667,46.63333333,236.7666667,1082.633333,,,,174.1333333,1057.1,908.4333333,53.76666667,151.9333333,31,21.03333333,22.76666667,104.6333333,1302001,290.64,2831.2,1280.766667,,,75,789,57178664
,,,,,,,,,,,,,,,,118875,43811,113316,97.09999847,111413984,40904,37150,3.5,1292511,161.8,104.1,149.3,31.7,132.5,78.4,1237.933333,94.8,200.9666667,46.86666667,236.5,1087.733333,,,,173.2,1063.633333,914.4666667,54.26666667,151.6,30.7,21,23.3,105.0666667,1306844,288.48,2268.2,1234.6,,,74,788,57626672
,,,,,,,,,,,,,,,,119191,43819,114394,97.30000305,110551848,40532,37423,3.633333333,1299310,163.8666667,103.8666667,150.6,31.63333333,133.0333333,77.93333333,1236.266667,93.46666667,199.7666667,47,235.5666667,1086.233333,,,,171.4666667,1065.466667,914.8,54.5,151.2333333,29.86666667,21.03333333,23.63333333,105.8666667,1311686,285.25,2113.5,1015.8,,,73,788,58289772
,,,,,,,,,,,,,,,,119507,43827,115472,97.5,109689720,40161,37696,3.8,1301843.333,165.9666667,104.0333333,151.2,31.83333333,132.3333333,77.4,1236.466667,93.2,199.0666667,47.23333333,235.4666667,1086.433333,34.8,22.3,778.8666667,170.5333333,1067.066667,916.0666667,54.43333333,151.8,29.26666667,21,24.2,105.8666667,1316529,274.07,1951.7,897,,,72,787,58952872
,,,,,,,,,,,,,,,,118577,43408,114971,97.69999695,108827584,39790,37743,4.033333333,1299947.667,167.8333333,103.9333333,151.2666667,32.16666667,132.5,76.53333333,1236.833333,89.46666667,199.1333333,46.8,235.4333333,1083.766667,35.53333333,22.16666667,785.2333333,165.9666667,1069.133333,917.7,54.26666667,152.3,28.9,20.86666667,24.3,106.1666667,1318813,268.88,1659.3,907.3666667,,,70,787,59615972
,,,,,,,,,,,,,,,,117647,42989,114470,98,107965448,39419,37789,4.566666667,1299370.667,169.2666667,103.1333333,151.9,31.83333333,132.2333333,75.43333333,1228.6,85.7,196.5666667,46.86666667,235,1076.133333,35.13333333,22.63333333,794.4,161.2,1066.7,914.9,54.23333333,151.7,29.1,21.1,24.4,106.4666667,1321096,257.44,1462.9,652.3333333,,,69,786,60279072
,,,,,,,,,,,,,,,,116716,42569,113969,98.19999695,107103320,39047,37836,5.033333333,1301346,171.4333333,101.9333333,152.5666667,31.4,131.5,74.16666667,1219.933333,82.93333333,193.3333333,48.03333333,234.2,1068.9,35.13333333,21.96666667,769.8,157.1333333,1064.5,911.7666667,54.3,150.9,28.93333333,21.43333333,23.76666667,107.4,1323380,240.08,998.6,843.8333333,,,69,786,61196312
,,,,,,,,,,,,,,,,115786,42150,113468,98.40000153,106241184,38676,37882,5.433333333,1304061,172.7,100.5333333,152.7,31.06666667,130.5666667,73.7,1212.566667,81.4,189.5333333,48.26666667,233.2666667,1060.866667,35.2,20.8,734.3,155.0666667,1058.566667,906,54.2,150.6666667,28.36666667,21.73333333,23.6,107.2,1325663,224.03,1306.7,849.2,,,68,786,62113552
,,,,,,,,,,,,,,,,114634,41669,112895,98.59999847,105379048,38305,37591,6.133333333,1304135.333,172.8333333,98.83333333,151.9,30.8,129.4333333,72.4,1196.666667,78.46666667,183.9,47.53333333,229.3333333,1043.6,35.23333333,21.6,758.1333333,150.8666667,1044.533333,892.6,53.56666667,147.6333333,28.2,21.66666667,23.5,106.8666667,1327229,213.57,897.3,662.5,,,68,785,63030792
,,,,,,,,,,,,,,,,113481,41187,112322,98.90000153,104516912,37934,37301,7.3,1309955.333,173.0666667,98,152.9333333,29.9,127.1333333,71.16666667,1181.666667,74.93333333,181.4666667,46.73333333,225.7,1028.166667,35.33333333,21.43333333,757.9,146.1333333,1034.966667,882,52.56666667,145.8,27.43333333,21.96666667,23.73333333,107.2333333,1328794,215.9,789.1,563.8,,,67,785,63948032
,,,,,,,,,,,,,,,,112329,40706,111749,99.09999847,103654784,37562,37010,8.533333333,1312363.333,173.6,96.9,154.6,29.33333333,125.6666667,68.8,1162.166667,70.7,177,44.93333333,221.0666667,1008.033333,34.93333333,21.83333333,761.5666667,139.5,1023.166667,868.5,51.2,142.5666667,27.26666667,22.3,23.93333333,108.4333333,1330360,204.26,1015.3,410.3666667,,,67,781,64381600
,,,,,,,,,,,,,,,,111176,40224,111176,99.30000305,102792648,37191,36719,10.2,1308947.333,172.9,95.6,154.9,28.66666667,124.5,65.83333333,1139.2,64.83333333,173.0666667,43.9,215.4,984.6666667,34.86666667,21.9,764.9333333,130.6666667,1008.966667,854.0666667,49.43333333,139.2666667,26.63333333,22.53333333,24.06666667,108.1333333,1331925,194.6,1087.9,478,,,67,776,64815164
,,,,,,,,,,,,,,,,110889,40031,111166,99.40000153,103731192,37445,37189,10.8,1299069.667,173.7333333,94.06666667,154.6666667,27.83333333,122.6666667,62.96666667,1121.5,61.03333333,169.7333333,43.13333333,211,966.1,34.76666667,22.1,767.8666667,123.9333333,996.5333333,842.1,47.96666667,137.1666667,25.93333333,22.7,24.16666667,107.9666667,1337587,189.59,1043.7,857.9333333,,,66,772,65248728
,,,,,,,,,,,,,,,,110602,39839,111155,99.59999847,104669736,37699,37658,11.23333333,1290749,174.8,92.56666667,154.5333333,27.26666667,121.0333333,60.13333333,1109.266667,58.63333333,168.4666667,42.8,208.5666667,954.1666667,34.76666667,22,765.8666667,118.8,990.2666667,835.4666667,46.9,136.2,25.5,22.63333333,24.46666667,107.5,1343249,187.3,1194.4,593.5,,,66,767,65682296
,,,,,,,,,,,,,,,,110315,39646,111145,99.80000305,105608280,37952,38128,11.73333333,1282369.667,176.5,90.63333333,153.7666667,26.5,120.2333333,58.83333333,1100.833333,56.2,168.4666667,42.63333333,207.2666667,947.3,34.96666667,21.93333333,766.5666667,115.0333333,985.9333333,832.2333333,46.4,135.8333333,24.93333333,23.06666667,24.5,106.1666667,1348911,180.07,1115.2,491.3333333,,,66,763,66732032
,,,,,,,,,,,,,,,,110028,39453,111134,99.90000153,106546832,38206,38597,11.3,1368980.667,177.5333333,89.46666667,154.0666667,26.03333333,120.3666667,58,1098.5,53.93333333,169.9666667,42,207.2333333,944.5333333,34.96666667,21.96666667,769.8,111.9333333,986.7333333,832.5333333,45.86666667,136.5333333,24.86666667,23.06666667,24.6,106.2666667,1354573,182.44,996.9,420.9333333,,,66,759,67781768
,,,,,,,,,,,,,,,,110003,39306,111487,99.90000153,107860088,38536,39183,10.96666667,1380276.333,177.6333333,89.2,156.5,25.73333333,121.5,58.13333333,1105.566667,52.86666667,172.5333333,41.96666667,209.1333333,948.7,35.33333333,21.9,771.8,110.9,993.9666667,837.6666667,46.16666667,138.0666667,25.03333333,26.1,24.9,105.5333333,1355988,177.14,1075.7,700.0333333,,,66,755,68831504
,,,,,,,,,,,,,,,,109979,39158,111841,99.90000153,109173344,38866,39768,10.96666667,1392001,177.9,89.2,155.2666667,25.6,121.8,58.3,1106.4,52.43333333,175.0666667,41.86666667,209.8666667,951.9666667,35.03333333,21.8,764.4,110.7666667,996.7666667,841.3333333,45.9,138.8333333,25.16666667,23.8,25.26666667,106.2,1357402,169.96,1110.2,496.6333333,,,66,751,69881240
,,,,,,,,,,,,,,,,109954,39011,112194,100,110486600,39196,40354,11,1397015.333,179,89.63333333,153.8666667,25.56666667,121.9333333,58.26666667,1112.966667,51.86666667,179.1,41.93333333,211.3333333,958.5333333,34.86666667,22.03333333,767.9333333,110.0666667,1002.266667,848.4333333,45.83333333,139.8666667,25.5,22.9,25.33333333,105.6,1358817,165.73,1027.1,519.1333333,,,66,748,71728528
,,,,,,,,,,,,,,,,109929,38863,112547,100,111799856,39526,40939,10.53333333,1395167.667,179.9333333,90.16666667,154.2,25.83333333,121.7666667,58.36666667,1115.233333,52.06666667,179.6333333,41.76666667,211.3333333,961.0333333,35,22.36666667,783.2666667,110.5,1004.733333,850.4666667,45.53333333,140.3333333,25.5,23.06666667,25.5,105.5333333,1360231,167.89,1101.6,626.8,,,65,745,73575816
,,,,,,,,,,,,,,,,110585,39029,113838,100.0999985,110710600,39078,40707,10.23333333,1392529.333,180.9666667,90.73333333,152.9,25.66666667,121.9666667,58.66666667,1118.666667,52.6,181.3,41.56666667,212.5333333,965.8333333,34.9,22.23333333,774.3333333,111.2,1007.3,854.6,45.8,141.2666667,25.6,22.7,25.6,104.7333333,1361646,167.82,1166.9,449.1666667,,,65,742,75423104
,,,,,,,,,,,,,,,,111241,39194,115129,100.3000031,109621336,38631,40474,9.8,1399798.333,181.4666667,92.1,153.1,25.93333333,123.3333333,59.06666667,1126.033333,52.73333333,183.7,41.1,214.5,973.8,34.63333333,22.13333333,766.8,111.8333333,1015.266667,862.1333333,46.66666667,141.8333333,26,22.93333333,25.5,104.6333333,,164.98,1304.5,640.6,,,64,739,77270392
,,,,,,,,,,,,,,,,111896,39360,116420,100.4000015,108532080,38183,40242,9.166666667,1405864.667,181.3333333,93.36666667,153.0333333,26.03333333,124.9333333,59.03333333,1133.066667,53.1,185.5,40.7,215.3,979.1666667,34.9,22.06666667,771.2333333,112.1,1020.166667,867.0333333,47.1,141.8666667,26.16666667,22.83333333,25.33333333,104.9,,164.09,1295,697.7666667,,,64,735,78437184
,,,,,,,,,,,,,,,,112552,39525,117711,100.5,107442816,37735,40009,8.7,1402916,181.8,94.06666667,152.5666667,25.76666667,126.4,59.53333333,1141.533333,53.56666667,188.5666667,40.83333333,217.7,988.4,34.4,22.2,763.4333333,113.0666667,1027.933333,875.2666667,48.26666667,143.0333333,26.43333333,22.7,24.9,104.9,,168.9,1534,1198.4,,,64,731,79603984
,,,,,,,,,,,,,,,,113931,39921,119712,100.5999985,106922744,37468,39929,8.433333333,1408148.667,182.5333333,95.06666667,152.6666667,25.7,127.8,59.46666667,1148.3,53.86666667,190.3333333,40.9,218.4333333,994.1333333,34.26666667,22.3,764.0333333,113.3333333,1033.266667,880.8,48.43333333,143.5,26.63333333,22.43333333,25.26666667,105.0666667,,171.31,1846.7,804.4333333,,,63,726,80770784
,,,,,,,,,,,,,,,,115309,40318,121713,100.8000031,106402680,37201,39848,8.1,1413663.667,182.5,95.83333333,152.2333333,25.63333333,128.8666667,59.4,1149.833333,54.26666667,190.9333333,41.1,219.4333333,997.9333333,34.33333333,22.23333333,763.4666667,113.7,1036.6,884.3,48.43333333,144.3333333,26.66666667,22.53333333,25.13333333,104.6,,171.46,1878,1169.533333,,,63,722,81937576
,,,,,,,,,,,,,,,,116688,40714,123714,100.9000015,105882608,36934,39768,7.633333333,1418135,182.3333333,97.16666667,151.5333333,25.83333333,130.2333333,59.33333333,1155.966667,55.1,193.7666667,41.43333333,220.2666667,1005.366667,34.23333333,22.13333333,757.4,114.5,1042.433333,890.8666667,48.63333333,144.9,26.56666667,22.76666667,25.1,103.7,,179.49,2139.6,1250.4,,,63,718,83104368
,,,,,,,,,,,,,,,,118066,41110,125715,101.0999985,105362544,36667,39687,7.4,1416334.667,183.5666667,98.6,152.7,26.2,131.4,59.3,1166.366667,55.56666667,195.4,41.5,221,1012.8,34.3,22.3,764.2666667,114.8666667,1050.666667,897.8666667,48.93333333,145.1,27.03333333,22.73333333,25.26666667,104.6666667,,185.15,1586.9,673.8333333,,,63,714,84271168
,,,,,,,,,,,,,,,,117988,40929,126273,101,106514944,36923,40130,7.066666667,1421829.333,184.3666667,99.5,151.8333333,26.3,132.1333333,59.96666667,1172.933333,56.33333333,198.2333333,42.26666667,221.7333333,1020.8,34.56666667,22.5,777.4,116.2333333,1056.2,904.5,48.7,145.8,27.33333333,22.53333333,24.83333333,104.4333333,,190.01,1539.9,945.9,,,,,
,,,,,,,,,,,,,,,,117910,40748,126832,101,107667352,37179,40572,6.7,1424634.333,185,100.1666667,152,26.03333333,134.3666667,60.1,1180.366667,57.2,199.5333333,42.76666667,223.4333333,1028.666667,34.43333333,22.63333333,779.5333333,117.3666667,1063.4,911.3666667,48.83333333,147.2,27.33333333,22.66666667,24.76666667,104.5666667,,192.39,1661.9,909.9333333,,,,,
,,,,,,,,,,,,,,,,117832,40567,127390,101,108819760,37434,41015,6.333333333,1420856.667,185.6,100.4333333,152.4666667,25.9,135.2666667,60.7,1185.9,58.56666667,199.6666667,43.13333333,225.4,1034.366667,34.5,22.73333333,784.0333333,119.2666667,1067.566667,915.1333333,49.16666667,148.6333333,27.5,22.73333333,24.9,104.8666667,,196.73,1718,966.9,,,,,
,,,,,,,,,,,,,,,,117754,40386,127948,100.9000015,109972160,37690,41457,6.3,1429451,186.3666667,100.9,151.6,25.56666667,135.6333333,60.93333333,1192,59.13333333,200.2,43.53333333,227.8,1040.333333,34.5,22.66666667,781.7,120.0666667,1071.933333,920.2666667,49.66666667,150,28.16666667,22.56666667,25.23333333,103.8333333,,201.84,1985.6,1000.966667,,,,,
,,,,,,,,,,,,,,,,118578,40475,129606,100.8000031,111613032,38060,41931,6.133333333,1434864.667,187.6666667,101.5333333,153.3666667,25.56666667,138.2666667,61.2,1204.466667,60.53333333,202.3333333,43.33333333,230.6666667,1051.2,34.66666667,22.8,790.0666667,121.7,1082.7,929.4333333,50.3,151.8666667,28.6,22.7,25.2,105.4,,203.87,1983.4,965.2,,,,,
,,,,,,,,,,,,,,,,119401,40564,131264,100.8000031,113253896,38430,42405,5.9,1436799.333,189.2333333,102.2,152.8666667,25.46666667,139.7,61.16666667,1214.266667,61.73333333,205.3666667,43.36666667,232.8666667,1061.1,34.73333333,22.9,794.2333333,122.9333333,1091.233333,938.2333333,50.63333333,153.3,28.9,22.9,25.06666667,104.9,,207.79,2018.1,1064.833333,,,,,
,,,,,,,,,,,,,,,,120225,40653,132921,100.8000031,114894768,38799,42878,5.666666667,1436128.667,190.1333333,102.2666667,152.9333333,25.56666667,140.1333333,61.46666667,1222.733333,61.96666667,209.2,43.2,236.5,1070,34.76666667,22.9,795.8,123.4333333,1099.5,946.6333333,51,156.2333333,29.23333333,23.23333333,25.33333333,104.3666667,,214.57,2266.3,1246.633333,,,,,
,,,,,,,,,,,,,,,,121048,40742,134579,100.6999969,116535632,39169,43352,5.466666667,1435967.667,191.8666667,102.8,152.4333333,25.56666667,142.6,61.56666667,1234,62.96666667,213.5666667,43.03333333,237.4666667,1081.866667,34.73333333,22.93333333,795.6,124.5,1109.733333,957.4,51,157.2333333,29.26666667,23.36666667,25.26666667,103.9,,221.08,2067.4,1163.066667,,,,,
,,,,,,,,,,,,,,,,122328,40959,136593,100.6999969,118176496,39539,43466,5.366666667,1440006,194.0333333,103.4333333,153.1666667,25.66666667,143.5666667,61.63333333,1243.066667,63.9,215.9333333,43.23333333,238.7,1090.3,34.4,22.93333333,788.7666667,125.5,1117.833333,964.6666667,51,158.4,29.43333333,23.46666667,25.73333333,103.9666667,,223.47,2639.7,1331.6,,,,,
,,,,,,,,,,,,,,,,123607,41176,138606,100.5999985,119817368,39909,43580,5,1435855.667,195.2333333,104.2,153.2333333,25.86666667,144.5666667,62.5,1254.566667,65.53333333,218.8666667,43.26666667,240.4333333,1100.266667,34.63333333,23.16666667,800.7,128.1,1125.733333,972.2666667,51.26666667,159.5333333,29.56666667,23.66666667,25.9,103.6666667,,229.74,2648.4,1501.333333,,,,,
,,,,,,,,,,,,,,,,124887,41392,140620,100.5999985,121458232,40278,43693,4.866666667,1447060.667,197.4666667,105.2666667,154.6333333,26.1,147.8333333,63.26666667,1271.133333,67.46666667,222.9333333,44.03333333,243.7,1117.3,34.56666667,23.56666667,814.6666667,130.7,1141.266667,986.6333333,51.73333333,161.9333333,30.03333333,23.76666667,26.06666667,104.7666667,,237.44,2509.2,1363.133333,,,,,
,,,,,,,,,,,,,,,,126166,41609,142633,100.5,123099104,40648,43807,4.666666667,1464896,197.7333333,105.8666667,154.7666667,25.63333333,147.8,63.8,1281.133333,68.73333333,226.7666667,44.53333333,245.6666667,1127.066667,34.5,23.8,821.4,132.5,1149.133333,994.6333333,51.66666667,163.6666667,30.33333333,24.03333333,26.13333333,104.6666667,,241.98,2894.5,1374.766667,,,,,
,,,,,,,,,,,,,,,,127446,41826,144647,100.5,124739968,41018,43921,4.633333333,1468629,198.7666667,106.7333333,154.8666667,25.43333333,147.8666667,64.53333333,1290.733333,69.6,229.8333333,44.7,247.5666667,1135.6,34.36666667,24.23333333,832.3333333,134.1666667,1156.2,1001.266667,51.76666667,165.5666667,30.33333333,24.16666667,26.23333333,104.4666667,,249.55,2944.7,1423.8,,,,,
,,,,,,,,,,,,,,,,128725,42043,146660,100.4000015,126380832,41388,44035,4.6,1477140,200.4,107.6,156.1666667,25.66666667,149.6333333,64.9,1301.766667,70.93333333,231.8666667,45.13333333,249.8666667,1145.633333,34.06666667,24.2,824.3,135.8333333,1166.233333,1009.866667,52.2,167.0666667,30.5,24.43333333,27,104.7,,253.62,3156.8,1364.5,,,,,
,,,,,,,,,,,,,,,,130005,42259,148674,100.4000015,128021704,41757,44148,4.633333333,1492204.333,203.0333333,108.3,155.9666667,25.3,150.4333333,65,1315.2,73.73333333,236.9,45.86666667,249.2333333,1156.833333,34.2,24.5,838.7,138.7333333,1174.166667,1018.166667,51.86666667,166.9333333,30.5,24.46666667,27.13333333,104.3666667,,264.32,3183.6,1603.866667,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.633333333,1510915.333,203.5,108.1666667,156.5333333,25.9,151.0333333,65.26666667,1321.3,76.7,235.7333333,46.83333333,250.9,1164.733333,34.23333333,24.83333333,849.9666667,141.9333333,1178.933333,1022.9,52.53333333,168.1666667,30.16666667,24.56666667,27.23333333,104.7666667,,,3118.5,1531.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.033333333,1516489,203.7,108.5333333,156.4,26.06666667,151.5333333,65.03333333,1326.8,77.93333333,242.1,47.8,250.3,1173.6,34.43333333,25.03333333,862.2333333,143,1186.9,1030.333333,52.86666667,167,30.56666667,24.6,27.23333333,104.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3.6,1523280.667,205.1666667,109.2,156.5333333,26.2,149.2,64.56666667,1334.9,77.46666667,245.4333333,49.26666667,251.3666667,1177.433333,34.2,25.73333333,878.8333333,142.0333333,1192.3,1035.533333,52.63333333,166.9666667,31.6,24.56666667,27.16666667,104.7666667,,,,,,,,,
